,accuracy,accuracy,precision,precision,recall,recall,f1,f1
,mean,std,mean,std,mean,std,mean,std
model,,,,,,,,
Ghana_CNN_tuned params,0.9343832020997375,0.018290498510192026,0.501170477032546,0.09122310329018754,0.6666666666666666,0.06505206248331663,0.5659978666915813,0.05431299216999213
Philippines_CNN_tuned params,0.9183813443072703,0.022758107027485715,0.31987152632313925,0.08755324717939325,0.5652173913043478,0.04347826086956523,0.4032288698955366,0.06796250365350381
Venezuela_CNN_tuned params,0.908167252833138,0.025289081183842828,0.2936378255005706,0.06376381705110762,0.41843971631205673,0.06500107368731686,0.338353181118594,0.03450531217827145
